job_id,title,company,location,modality,application_type,short_link,submitted
4191422383,Desarrollador/a Software Java - Proyecto NTA Irlanda,Indra,"San Fernando de Henares, Comunidad de Madrid, España·Publicado de nuevohace 2 semanas·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4191422383, YES
4222330490,Desarrollador,Axpe Consulting,"Barcelona, Cataluña, España·hace 6 días·22 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,simple,https://www.linkedin.com/jobs/view/4222330490, YES
4113603207,Senior Software Engineer (Python),Booksy,España·Publicado de nuevohace 2 días·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,simple,https://www.linkedin.com/jobs/view/4113603207, YES
4206002706,DESARROLLADOR PYTHON,knowmad mood,España·Publicado de nuevohace 4 días·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,simple,https://www.linkedin.com/jobs/view/4206002706, YES
4211329161,Desarrollador/a .NET fullstack con inglés,Inetum,"Madrid, Comunidad de Madrid, España·hace 2 semanas·50 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4211329161, YES
4197896052,Programador full stack,Equito App,"Barcelona, Cataluña, España·hace 1 mes·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,simple,https://www.linkedin.com/jobs/view/4197896052, YES
4158677585,Programador web,Apiux Tech,"Madrid, Comunidad de Madrid, España·Publicado de nuevohace 3 semanas·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4158677585, YES
4204877455,Back End Developer,TransPerfect,"Madrid, Comunidad de Madrid, España·Publicado de nuevohace 5 días·46 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,simple,https://www.linkedin.com/jobs/view/4204877455, NO
4211340221,.NET Developer,Hays,"Madrid, Comunidad de Madrid, España·hace 2 semanas·75 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4211340221, YES
4212067305,Java Developer Senior- Madrid (Híbrido),Oxigent Technologies,Madrid y alrededores·hace 2 semanas·17 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4212067305, YES
4212016601,Senior Back End Developer - Java,principal33 España,España·hace 2 semanas·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,simple,https://www.linkedin.com/jobs/view/4212016601, YES
4211702049,Back End Developer,Talent-R,"Cataluña, España·hace 3 semanas·63 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,simple,https://www.linkedin.com/jobs/view/4211702049, YES
4210659245,Ingeniero de datos,excelia,España·hace 3 semanas·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,simple,https://www.linkedin.com/jobs/view/4210659245, YES
4208656879,Java Developer Junior (engineer degree),MA (Montreal Associates),"Madrid, Comunidad de Madrid, España·hace 3 semanas·Más de 100 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4208656879, YES
4198241589,Desarrollador/a Java Senior,Softtek,"Madrid, Comunidad de Madrid, España·Publicado de nuevohace 1 semana·62 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4198241589, YES
4214969858,Senior Java Software Engineer,Ampstek,"Madrid, Comunidad de Madrid, España·hace 2 semanas·14 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4214969858, YES
4193214134,Java Cloud Engineer,Coforge,"Madrid, Comunidad de Madrid, España·Publicado de nuevohace 2 semanas·57 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4193214134, YES
4193173568,Developer Full Stack - JOBarcelona,VISEO IBERIA,"Barcelona, Cataluña, España·Publicado de nuevohace 3 semanas·Más de 100 solicitudesPromocionado por técnico de selección·Aún no hay información disponible sobre respuestas",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4193173568, NO
4211386533,Backend Developer,Eurofirms Group | People first,"Cassà de la Selva, Cataluña, España·hace 2 semanas·55 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa",HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,simple,https://www.linkedin.com/jobs/view/4211386533, YES
4214283782,Software Engineering Spark /Scala,Ayesa,España·hace 2 semanas·32 solicitudesPromocionado por técnico de selección·Evaluando solicitudes de forma activa,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,simple,https://www.linkedin.com/jobs/view/4214283782, YES
